20.0	0.39
20.5	0.39
20.9	0.39
21.4	0.39
21.9	0.39
22.4	0.38
23.0	0.38
23.5	0.38
24.1	0.37
24.6	0.37
25.2	0.37
25.8	0.36
26.4	0.36
27.0	0.36
27.6	0.35
28.3	0.35
28.9	0.35
29.6	0.34
30.3	0.34
31.0	0.34
31.7	0.33
32.5	0.33
33.2	0.33
34.0	0.32
34.8	0.32
35.6	0.32
36.5	0.31
37.3	0.31
38.2	0.31
39.1	0.30
40.0	0.30
40.9	0.30
41.9	0.29
42.9	0.29
43.9	0.25
44.9	0.21
45.9	0.19
47.0	0.17
48.1	0.14
49.2	0.14
50.4	0.12
51.6	0.11
52.8	0.10
54.0	0.11
55.3	0.10
56.6	0.10
57.9	0.10
59.2	0.09
60.6	0.09
62.0	0.08
63.5	0.07
65.0	0.05
66.5	0.03
68.0	0.02
69.6	0.00
71.3	-0.01
72.9	-0.02
74.6	-0.03
76.4	-0.05
78.2	-0.05
80.0	-0.05
81.9	-0.05
83.8	-0.05
85.7	-0.04
87.7	-0.04
89.8	-0.04
91.9	-0.03
94.0	-0.02
96.2	-0.02
98.5	0.00
100.8	0.00
103.1	0.01
105.5	0.02
108.0	0.03
110.5	0.05
113.1	0.07
115.8	0.09
118.5	0.10
121.2	0.12
124.1	0.13
127.0	0.14
129.9	0.14
133.0	0.15
136.1	0.15
139.3	0.14
142.5	0.14
145.8	0.13
149.3	0.13
152.7	0.13
156.3	0.13
160.0	0.13
163.7	0.14
167.5	0.14
171.5	0.15
175.5	0.16
179.6	0.17
183.8	0.17
188.1	0.18
192.4	0.19
196.9	0.19
201.5	0.18
206.3	0.17
211.1	0.17
216.0	0.16
221.1	0.14
226.2	0.13
231.5	0.12
236.9	0.12
242.5	0.12
248.1	0.11
253.9	0.13
259.9	0.14
265.9	0.17
272.2	0.18
278.5	0.20
285.0	0.21
291.7	0.21
298.5	0.20
305.5	0.20
312.6	0.19
319.9	0.17
327.4	0.15
335.1	0.14
342.9	0.15
350.9	0.15
359.1	0.16
367.5	0.16
376.1	0.19
384.9	0.20
393.9	0.21
403.1	0.22
412.5	0.23
422.1	0.22
432.0	0.21
442.1	0.19
452.4	0.18
463.0	0.17
473.8	0.14
484.9	0.13
496.2	0.13
507.8	0.13
519.7	0.15
531.8	0.17
544.3	0.19
557.0	0.23
570.0	0.25
583.3	0.28
597.0	0.31
610.9	0.33
625.2	0.34
639.8	0.34
654.8	0.34
670.1	0.33
685.7	0.32
701.7	0.30
718.1	0.29
734.9	0.28
752.1	0.27
769.7	0.27
787.7	0.29
806.1	0.29
824.9	0.30
844.2	0.31
863.9	0.31
884.1	0.32
904.8	0.33
925.9	0.34
947.6	0.35
969.7	0.36
992.4	0.37
1015.6	0.39
1039.3	0.41
1063.6	0.42
1088.5	0.42
1113.9	0.42
1139.9	0.41
1166.6	0.40
1193.8	0.38
1221.8	0.37
1250.3	0.34
1279.5	0.33
1309.4	0.30
1340.0	0.29
1371.4	0.27
1403.4	0.26
1436.2	0.23
1469.8	0.23
1504.1	0.21
1539.3	0.18
1575.3	0.17
1612.1	0.14
1649.7	0.12
1688.3	0.09
1727.8	0.06
1768.1	0.01
1809.5	-0.04
1851.8	-0.09
1895.0	-0.14
1939.3	-0.20
1984.7	-0.24
2031.0	-0.29
2078.5	-0.32
2127.1	-0.37
2176.8	-0.41
2227.7	-0.44
2279.7	-0.47
2333.0	-0.49
2387.6	-0.52
2443.4	-0.53
2500.5	-0.52
2558.9	-0.52
2618.7	-0.50
2679.9	-0.46
2742.5	-0.42
2806.6	-0.38
2872.2	-0.33
2939.4	-0.28
3008.1	-0.24
3078.4	-0.22
3150.3	-0.19
3223.9	-0.17
3299.3	-0.18
3376.4	-0.18
3455.3	-0.20
3536.1	-0.22
3618.7	-0.26
3703.3	-0.29
3789.8	-0.32
3878.4	-0.35
3969.1	-0.38
4061.8	-0.40
4156.8	-0.42
4253.9	-0.41
4353.3	-0.38
4455.1	-0.35
4559.2	-0.29
4665.8	-0.24
4774.8	-0.19
4886.4	-0.16
5000.6	-0.14
5117.5	-0.13
5237.1	-0.12
5359.5	-0.10
5484.8	-0.08
5612.9	-0.04
5744.1	0.01
5878.4	0.04
6015.8	0.09
6156.4	0.14
6300.2	0.17
6447.5	0.19
6598.2	0.21
6752.4	0.22
6910.2	0.23
7071.7	0.24
7237.0	0.25
7406.1	0.26
7579.2	0.27
7756.4	0.27
7937.7	0.27
8123.2	0.28
8313.0	0.29
8507.3	0.31
8706.1	0.33
8909.6	0.35
9117.9	0.38
9331.0	0.41
9549.0	0.42
9772.2	0.42
10000.6	0.39
10234.3	0.36
10473.5	0.30
10718.3	0.24
10968.8	0.18
11225.2	0.09
11487.5	0.01
11756.0	-0.07
12030.8	-0.16
12312.0	-0.25
12599.7	-0.34
12894.2	-0.46
13195.6	-0.58
13504.0	-0.71
13819.6	-0.85
14142.6	-0.99
14473.1	-1.12
14811.4	-1.25
15157.5	-1.37
15511.8	-1.48
15874.3	-1.58
16245.3	-1.67
16625.0	-1.75
17013.6	-1.83
17411.2	-1.92
17818.2	-2.06
18234.6	-2.26
18660.8	-2.51
19096.9	-2.49
19543.2	-2.45
20000.0	-2.42
